409	1	130
410	1	49
410	2	4
411	1	138
411	2	49
411	3	120
411	4	130
411	5	4
412	1	138
412	2	130
413	1	138
414	1	138
415	1	130
416	1	34
417	1	130
418	1	138
418	2	49
418	3	120
418	4	130
418	5	4
419	1	53
420	1	130
421	1	109
422	1	59
423	1	138
423	2	130
424	1	138
425	1	49
425	2	120
425	3	59
425	4	130
425	5	4
426	1	138
427	1	24
427	2	113
428	1	59
429	1	59
430	1	26
431	1	120
432	1	65
433	1	45
433	2	53
434	1	138
435	1	120
436	1	109
437	1	131
437	2	61
438	1	26
438	2	53
439	1	138
440	1	138
441	1	138
442	1	65
443	1	138
444	1	130
445	1	49
446	1	59
447	1	49
448	1	49
449	1	138
450	1	49
451	1	49
452	1	4
453	1	138
453	2	45
453	3	53
454	1	130
455	1	130
456	1	138
456	2	59
457	1	138
457	2	49
457	3	59
457	4	130
457	5	4
458	1	49
459	1	120
460	1	138
461	1	49
461	2	130
462	1	130
463	1	130
464	1	138
464	2	53
465	1	65
466	1	109
466	2	138
466	3	53
467	1	109
467	2	4
468	1	113
469	1	130
470	1	147
470	2	45
471	1	20
471	2	122
472	1	138
472	2	59
473	1	109
473	2	65
473	3	138
473	4	26
473	5	53
474	1	109
475	1	34
476	1	65
476	2	120
476	3	59
477	1	34
478	1	59
479	1	138
480	1	130
481	1	59
482	1	49
483	1	49
484	1	45
484	2	53
485	1	4
486	1	49
487	1	49
488	1	138
489	1	59
490	1	138
491	1	120
492	1	138
493	1	138
494	1	138
495	1	138
496	1	138
496	2	120
497	1	109
497	2	138
497	3	120
498	1	138
499	1	138
500	1	138
501	1	138
501	2	120
502	1	53
503	1	138
504	1	59
505	1	138
506	1	65
506	2	138
507	1	138
508	1	34
509	1	130
510	1	138
511	1	34
512	1	113
513	1	138
514	1	138
515	1	124
515	2	68
516	1	4
517	1	49
518	1	120
519	1	130
520	1	49
520	2	120
520	3	59
520	4	130
520	5	4
521	1	49
522	1	138
522	2	53
523	1	138
523	2	26
524	1	138
525	1	138
526	1	130
527	1	138
528	1	138
529	1	49
529	2	120
529	3	59
529	4	130
529	5	4
530	1	138
531	1	138
532	1	109
533	1	138
534	1	130
535	1	49
536	1	4
537	1	138
538	1	120
539	1	138
540	1	120
541	1	138
542	1	49
543	1	59
544	1	138
545	1	138
546	1	120
547	1	138
548	1	138
549	1	4
550	1	4
551	1	4
552	1	138
553	1	49
554	1	49
555	1	120
556	1	59
557	1	138
558	1	65
559	1	65
560	1	138
561	1	130
562	1	53
563	1	49
564	1	4
565	1	49
566	1	120
567	1	120
568	1	138
569	1	26
570	1	138
571	1	49
572	1	4
573	1	1
574	1	138
575	1	59
576	1	138
577	1	4
578	1	138
579	1	53
580	1	138
581	1	138
582	1	138
582	2	120
583	1	59
584	1	95
584	2	109
584	3	58
584	4	15
584	5	49
584	6	26
584	7	113
584	8	91
584	9	45
584	10	120
584	11	59
584	12	53
584	13	4
585	1	138
585	2	120
586	1	138
587	1	138
588	1	131
588	2	122
589	1	138
590	1	138
591	1	120
592	1	109
592	2	61
592	3	113
593	1	65
594	1	49
594	2	59
594	3	4
595	1	120
596	1	120
597	1	138
597	2	130
598	1	49
598	2	130
598	3	4
599	1	45
599	2	53
600	1	138
601	1	59
602	1	120
603	1	138
604	1	138
605	1	130
606	1	120
607	1	49
607	2	4
608	1	65
609	1	49
610	1	45
611	1	53
612	1	138
612	2	113
613	1	138
614	1	49
615	1	109
616	1	59
617	1	59
618	1	138
619	1	138
619	2	120
620	1	138
621	1	138
621	2	130
622	1	49
623	1	138
624	1	65
624	2	138
624	3	7
625	1	138
626	1	120
627	1	53
628	1	138
629	1	130
629	2	4
630	1	45
630	2	53
631	1	138
632	1	49
633	1	138
633	2	49
633	3	59
633	4	130
633	5	4
634	1	138
635	1	138
636	1	138
637	1	120
638	1	49
638	2	120
638	3	59
638	4	130
638	5	4
639	1	53
640	1	138
640	2	53
641	1	59
641	2	53
642	1	59
643	1	120
643	2	130
644	1	138
644	2	49
644	3	120
644	4	130
644	5	4
645	1	53
646	1	26
647	1	53
648	1	120
649	1	120
650	1	65
651	1	120
651	2	130
652	1	45
653	1	138
654	1	49
655	1	20
655	2	122
656	1	49
657	1	138
657	2	59
658	1	130
659	1	138
659	2	26
660	1	58
661	1	95
661	2	49
662	1	49
662	2	130
663	1	49
664	1	45
664	2	53
665	1	59
666	1	138
667	1	138
668	1	59
669	1	26
669	2	53
670	1	109
671	1	138
672	1	138
673	1	138
674	1	138
675	1	109
675	2	113
675	3	122
676	1	26
677	1	138
678	1	113
678	2	45
678	3	53
679	1	34
680	1	34
681	1	4
682	1	138
683	1	45
684	1	120
685	1	59
686	1	45
687	1	59
688	1	113
689	1	138
690	1	65
691	1	45
692	1	130
693	1	138
693	2	26
693	3	53
694	1	138
694	2	26
694	3	53
695	1	26
696	1	26
697	1	138
697	2	49
697	3	4
698	1	138
699	1	113
700	1	138
701	1	49
702	1	138
703	1	131
703	2	113
703	3	122
704	1	122
705	1	138
705	2	26
705	3	53
706	1	120
707	1	138
707	2	26
707	3	53
708	1	65
709	1	138
710	1	109
710	2	131
710	3	113
710	4	122
711	1	65
712	1	109
712	2	138
712	3	26
712	4	53
713	1	130
714	1	113
714	2	122
715	1	109
715	2	138
715	3	26
715	4	53
716	1	109
716	2	138
716	3	26
716	4	53
717	1	49
718	1	138
718	2	49
718	3	59
718	4	130
718	5	4
719	1	142
720	1	138
720	2	45
721	1	109
721	2	138
721	3	26
721	4	53
722	1	61
722	2	122
723	1	142
724	1	109
724	2	138
724	3	26
724	4	53
725	1	138
725	2	26
725	3	53
726	1	113
726	2	45
727	1	69
727	2	74
728	1	45
729	1	61
730	1	53
731	1	53
732	1	49
732	2	4
733	1	21
733	2	45
733	3	53
734	1	138
734	2	26
734	3	53
735	1	130
736	1	109
736	2	138
736	3	26
736	4	53
737	1	61
737	2	122
738	1	138
739	1	116
740	1	138
741	1	59
742	1	59
743	1	74
744	1	138
744	2	120
744	3	130
745	1	59
746	1	109
747	1	58
748	1	49
749	1	49
750	1	49
751	1	109
751	2	138
751	3	26
751	4	53
752	1	17
753	1	120
754	1	120
755	1	58
756	1	109
756	2	138
756	3	53
757	1	109
757	2	138
757	3	26
757	4	53
758	1	121
759	1	49
760	1	60
761	1	17
762	1	113
763	1	17
764	1	109
765	1	109
765	2	138
765	3	26
765	4	53
766	1	17
767	1	118
767	2	148
767	3	112
767	4	5
767	5	63
767	6	74
767	7	41
767	8	52
767	9	100
768	1	109
768	2	138
768	3	26
768	4	53
769	1	84
770	1	17
771	1	147
772	1	56
773	1	4
774	1	49
775	1	49
776	1	49
777	1	138
778	1	56
779	1	109
779	2	138
779	3	26
779	4	53
780	1	109
780	2	120
781	1	67
781	2	121
782	1	138
783	1	138
784	1	49
785	1	67
785	2	121
786	1	27
787	1	147
788	1	45
789	1	58
790	1	109
790	2	49
791	1	145
792	1	145
793	1	59
794	1	109
794	2	26
794	3	53
795	1	90
796	1	49
797	1	49
797	2	4
798	1	117
799	1	117
800	1	117
801	1	109
801	2	26
801	3	53
802	1	26
802	2	53
803	1	90
804	1	142
805	1	90
805	2	123
806	1	142
807	1	69
807	2	74
808	1	34
809	1	34
810	1	90
810	2	142
810	3	123
811	1	142
811	2	50
812	1	142
812	2	50
813	1	142
813	2	50
814	1	142
814	2	50
815	1	142
815	2	50
816	1	142
816	2	50
817	1	142
817	2	50
818	1	142
818	2	50
819	1	142
819	2	123
819	3	50
820	1	142
820	2	50
821	1	142
821	2	50
822	1	142
822	2	50
823	1	142
823	2	50
824	1	142
824	2	50
825	1	142
825	2	50
826	1	123
827	1	34
828	1	142
828	2	50
829	1	34
830	1	147
830	2	98
830	3	113
830	4	45
831	1	142
831	2	50
832	1	142
832	2	50
833	1	142
833	2	50
834	1	142
834	2	50
835	1	142
835	2	50
836	1	142
836	2	50
837	1	142
837	2	50
838	1	142
838	2	50
838	3	36
839	1	142
839	2	50
840	1	142
840	2	50
841	1	142
841	2	50
842	1	57
843	1	90
843	2	142
843	3	123
844	1	90
844	2	142
844	3	50
845	1	47
845	2	117
846	1	142
847	1	123
848	1	142
849	1	142
849	2	50
850	1	130
851	1	142
851	2	50
852	1	138
853	1	138
853	2	49
853	3	120
853	4	130
853	5	4
854	1	113
855	1	27
856	1	142
857	1	142
858	1	142
858	2	50
859	1	56
860	1	34
861	1	59
862	1	59
863	1	142
863	2	50
864	1	142
864	2	50
865	1	113
866	1	109
866	2	138
866	3	26
866	4	53
867	1	138
867	2	49
868	1	90
868	2	142
869	1	90
869	2	142
869	3	50
870	1	45
871	1	109
871	2	98
871	3	61
871	4	45
871	5	122
872	1	142
872	2	50
873	1	50
874	1	90
874	2	104
874	3	50
874	4	94
875	1	57
876	1	142
877	1	150
877	2	36
878	1	102
878	2	148
878	3	31
878	4	129
878	5	147
878	6	5
878	7	36
879	1	142
880	1	147
881	1	113
882	1	117
883	1	65
884	1	117
885	1	117
886	1	57
886	2	47
887	1	90
888	1	90
889	1	138
890	1	49
890	2	130
891	1	138
892	1	138
893	1	109
893	2	138
893	3	26
893	4	53
894	1	90
895	1	17
895	2	59
896	1	138
897	1	142
898	1	147
899	1	138
899	2	120
899	3	59
899	4	130
899	5	4
900	1	156
901	1	47
902	1	47
903	1	138
904	1	130
905	1	27
906	1	117
907	1	109
907	2	138
907	3	26
907	4	53
908	1	138
909	1	49
910	1	147
910	2	98
910	3	61
910	4	113
910	5	45
911	1	73
912	1	142
913	1	109
913	2	138
913	3	26
913	4	53
914	1	45
915	1	69
916	1	147
917	1	49
918	1	113
919	1	138
920	1	45
921	1	49
922	1	138
922	2	113
922	3	53
923	1	138
924	1	109
924	2	138
924	3	26
924	4	53
925	1	65
926	1	45
927	1	49
928	1	67
929	1	3
930	1	49
931	1	109
931	2	138
931	3	120
932	1	138
933	1	34
934	1	69
935	1	138
936	1	147
937	1	69
938	1	138
939	1	109
939	2	138
939	3	26
939	4	53
940	1	130
941	1	60
942	1	122
943	1	122
944	1	60
945	1	57
945	2	47
946	1	65
947	1	2
948	1	80
949	1	34
950	1	47
951	1	20
952	1	59
953	1	130
954	1	26
955	1	47
955	2	117
956	1	55
957	1	147
957	2	24
957	3	98
957	4	61
957	5	113
957	6	45
958	1	60
959	1	59
960	1	109
960	2	147
960	3	24
960	4	98
960	5	61
960	6	45
961	1	34
962	1	60
963	1	109
963	2	138
963	3	26
963	4	53
964	1	47
964	2	117
965	1	69
965	2	74
966	1	138
967	1	54
968	1	90
968	2	142
969	1	109
969	2	138
969	3	26
969	4	53
970	1	50
970	2	28
971	1	117
972	1	109
972	2	138
972	3	26
972	4	53
973	1	17
973	2	117
974	1	142
975	1	142
976	1	47
976	2	117
977	1	4
978	1	4
979	1	49
979	2	4
980	1	4
981	1	138
981	2	49
981	3	120
981	4	130
981	5	4
982	1	49
982	2	4
983	1	69
983	2	74
984	1	109
984	2	138
984	3	26
984	4	53
985	1	109
985	2	98
985	3	61
985	4	122
986	1	34
987	1	138
988	1	138
989	1	34
990	1	117
991	1	59
992	1	113
993	1	48
994	1	34
995	1	138
995	2	130
996	1	109
996	2	138
996	3	26
996	4	53
997	1	138
997	2	59
998	1	65
999	1	136
1000	1	142
1001	1	53
1002	1	138
1003	1	34
1004	1	113
1005	1	65
1006	1	45
1007	1	117
1008	1	109
1008	2	138
1008	3	26
1008	4	53
1009	1	82
1010	1	138
1011	1	138
1011	2	53
1012	1	138
1013	1	49
1013	2	4
1014	1	7
1015	1	7
1016	1	113
1016	2	45
1017	1	120
1018	1	98
1019	1	138
1019	2	49
1019	3	120
1019	4	130
1019	5	4
1020	1	65
1021	1	65
1022	1	130
1023	1	138
1023	2	53
1024	1	120
1025	1	47
1025	2	34
1026	1	31
1027	1	113
1028	1	65
1028	2	45
1029	1	136
1029	2	155
1030	1	49
1030	2	4
1031	1	109
1031	2	138
1031	3	26
1031	4	53
1032	1	60
1033	1	138
1033	2	130
1034	1	65
1035	1	138
1035	2	45
1036	1	145
1037	1	17
1038	1	56
1039	1	138
1040	1	120
1040	2	130
1041	1	130
1042	1	113
1043	1	130
1044	1	109
1044	2	138
1044	3	26
1044	4	53
1045	1	142
1046	1	90
1046	2	142
1047	1	113
1048	1	65
1049	1	65
1050	1	48
1051	1	49
1052	1	11
1053	1	65
1054	1	142
1055	1	138
1056	1	138
1057	1	113
1058	1	142
1059	1	138
1060	1	109
1060	2	138
1060	3	26
1060	4	53
1061	1	49
1062	1	138
1063	1	117
1064	1	17
1065	1	58
1066	1	7
1067	1	34
1068	1	59
1069	1	117
1070	1	135
1071	1	113
1071	2	122
1072	1	138
1073	1	117
1074	1	65
1075	1	109
1075	2	98
1076	1	138
1076	2	49
1076	3	59
1076	4	130
1076	5	4
1077	1	49
1078	1	109
1078	2	138
1078	3	26
1078	4	53
1079	1	113
1080	1	138
1080	2	120
1081	1	109
1081	2	138
1081	3	26
1081	4	53
1082	1	117
1083	1	117
1084	1	34
1085	1	147
1085	2	24
1085	3	98
1085	4	61
1085	5	113
1085	6	45
1085	7	53
1086	1	138
1087	1	65
1088	1	65
1089	1	69
1090	1	49
1090	2	4
1091	1	74
1092	1	5
1093	1	138
1094	1	4
1095	1	130
1096	1	65
1097	1	26
1098	1	26
1099	1	138
1099	2	49
1099	3	120
1099	4	130
1099	5	4
1100	1	63
1100	2	74
1101	1	90
1101	2	53
1102	1	109
1102	2	138
1102	3	26
1102	4	53
1103	1	98
1103	2	61
1103	3	113
1103	4	45
1104	1	20
1105	1	47
1105	2	117
1106	1	138
1106	2	49
1106	3	120
1106	4	130
1106	5	4
1107	1	130
1108	1	74
1109	1	127
1109	2	2
1109	3	69
1109	4	121
1109	5	5
1109	6	108
1109	7	107
1109	8	133
1109	9	13
1110	1	59
1111	1	116
1112	1	34
1113	1	53
1114	1	20
1115	1	39
1116	1	135
1116	2	123
1117	1	109
1117	2	138
1117	3	26
1117	4	53
1118	1	57
1118	2	47
1119	1	50
1120	1	34
1121	1	117
1122	1	4
1123	1	136
1123	2	155
1124	1	53
1125	1	49
1126	1	49
1127	1	26
1127	2	53
1128	1	120
1129	1	45
1130	1	138
1131	1	138
1131	2	130
1132	1	31
1133	1	90
1133	2	104
1133	3	50
1133	4	94
1134	1	49
1135	1	130
1136	1	74
1137	1	138
1138	1	69
1138	2	74
1139	1	57
1139	2	47
1139	3	117
1140	1	61
1140	2	45
1141	1	117
1142	1	142
1143	1	142
1144	1	34
1145	1	113
1146	1	109
1146	2	138
1146	3	26
1146	4	53
1147	1	34
1148	1	47
1148	2	117
1149	1	117
1150	1	113
1151	1	49
1151	2	4
1152	1	138
1153	1	113
1153	2	122
1154	1	113
1155	1	130
1156	1	138
1157	1	147
1157	2	45
1158	1	47
1159	1	27
1160	1	69
1161	1	69
1162	1	109
1162	2	138
1162	3	26
1162	4	53
1163	1	121
1164	1	138
1165	1	121
1166	1	49
1166	2	59
1166	3	4
1167	1	138
1168	1	138
1169	1	17
1170	1	69
1170	2	74
1171	1	138
1172	1	49
1172	2	4
1173	1	138
1174	1	61
1175	1	109
1175	2	138
1175	3	26
1175	4	53
1176	1	147
1177	1	57
1178	1	117
1179	1	138
1180	1	57
1181	1	138
1181	2	53
1182	1	36
1183	1	65
1184	1	109
1184	2	138
1184	3	26
1184	4	53
1185	1	120
1186	1	49
1187	1	57
1187	2	47
1187	3	117
1188	1	118
1189	1	34
1190	1	117
1191	1	65
1192	1	138
1193	1	65
1194	1	65
1195	1	109
1195	2	138
1195	3	26
1195	4	53
1196	1	121
1197	1	59
1198	1	49
1198	2	4
1199	1	4
1200	1	49
1201	1	39
1202	1	117
1203	1	4
1204	1	65
1204	2	138
1205	1	49
1206	1	34
1207	1	74
1208	1	65
1208	2	138
1209	1	65
1209	2	138
1210	1	138
1211	1	49
1212	1	121
1213	1	131
1214	1	84
1215	1	5
1216	1	113
1216	2	45
1217	1	56
1218	1	84
1219	1	57
1220	1	117
1221	1	55
1222	1	25
1223	1	53
1224	1	56
1225	1	73
1225	2	145
1225	3	131
1225	4	47
1225	5	117
1225	6	61
1225	7	48
1225	8	56
1225	9	122
1225	10	46
1225	11	9
1225	12	34
1226	1	90
1226	2	53
1227	1	73
1227	2	117
1227	3	48
1227	4	56
1227	5	34
1228	1	138
1229	1	61
1229	2	122
1230	1	47
1231	1	109
1231	2	26
1231	3	53
1232	1	61
1233	1	61
1233	2	122
1234	1	90
1234	2	39
1235	1	47
1236	1	109
1236	2	113
1236	3	45
1237	1	69
1238	1	65
1239	1	109
1239	2	26
1239	3	53
1240	1	55
1241	1	117
1242	1	49
1243	1	61
1244	1	49
1245	1	138
1245	2	49
1245	3	120
1245	4	130
1245	5	4
1246	1	120
1247	1	43
1248	1	138
1249	1	26
1249	2	53
1250	1	109
1250	2	26
1250	3	53
1251	1	138
1252	1	26
1252	2	53
1253	1	60
1254	1	138
1254	2	82
1254	3	147
1255	1	65
1256	1	4
1257	1	49
1258	1	49
1259	1	59
1260	1	15
1261	1	20
1261	2	47
1262	1	130
1263	1	49
1264	1	109
1264	2	26
1264	3	53
1265	1	138
1265	2	49
1265	3	26
1265	4	120
1265	5	130
1265	6	53
1265	7	4
1266	1	138
1266	2	130
1267	1	123
1268	1	109
1268	2	53
1269	1	117
1270	1	84
1270	2	67
1271	1	130
1272	1	47
1273	1	130
1274	1	49
1275	1	113
1276	1	117
1277	1	138
1278	1	130
1279	1	138
1280	1	65
1281	1	138
1282	1	56
1283	1	109
1283	2	26
1283	3	53
1284	1	130
1285	1	27
1286	1	67
1287	1	130
1288	1	26
1289	1	34
1290	1	45
1291	1	109
1291	2	26
1291	3	53
1292	1	138
1293	1	130
1294	1	84
1295	1	109
1295	2	26
1295	3	53
1296	1	142
1297	1	122
1298	1	43
1299	1	117
1300	1	90
1300	2	53
1301	1	138
1301	2	49
1301	3	59
1301	4	130
1301	5	4
1302	1	138
1302	2	147
1303	1	142
1304	1	138
1304	2	67
1304	3	82
1304	4	147
1304	5	24
1304	6	121
1304	7	123
1305	1	90
1305	2	53
1306	1	53
1307	1	4
1308	1	26
1309	1	117
1309	2	34
1310	1	74
1311	1	65
1312	1	57
1312	2	47
1313	1	117
1314	1	90
1315	1	57
1315	2	47
1315	3	34
1316	1	109
1316	2	26
1316	3	53
1317	1	56
1318	1	73
1318	2	47
1318	3	117
1318	4	61
1318	5	48
1318	6	56
1318	7	9
1318	8	34
1319	1	59
1320	1	113
1321	1	49
1322	1	98
1322	2	61
1322	3	122
1323	1	120
1323	2	130
1324	1	45
1325	1	138
1326	1	138
1326	2	113
1327	1	130
1328	1	138
1328	2	49
1328	3	120
1328	4	130
1328	5	4
1329	1	138
1330	1	48
1330	2	56
1331	1	117
1332	1	34
1333	1	53
1334	1	9
1335	1	57
1335	2	47
1335	3	117
1336	1	57
1336	2	47
1337	1	57
1337	2	47
1337	3	117
1338	1	138
1339	1	138
1340	1	98
1341	1	65
1342	1	53
1343	1	69
1344	1	138
1344	2	49
1344	3	120
1344	4	59
1344	5	4
1345	1	53
1346	1	138
1347	1	65
1347	2	138
1347	3	130
1348	1	130
1349	1	147
1350	1	138
1351	1	138
1352	1	45
1353	1	120
1354	1	39
1355	1	90
1355	2	84
1355	3	138
1355	4	62
1355	5	67
1355	6	2
1355	7	82
1355	8	147
1355	9	135
1355	10	24
1355	11	121
1355	12	156
1355	13	123
1355	14	1
1355	15	88
1356	1	138
1357	1	142
1357	2	50
1358	1	109
1358	2	26
1358	3	53
1359	1	27
1359	2	57
1359	3	47
1359	4	117
1360	1	120
1361	1	57
1361	2	47
1362	1	4
1363	1	49
1364	1	147
1365	1	138
1366	1	90
1367	1	90
1368	1	109
1368	2	26
1368	3	53
1369	1	11
1370	1	130
1371	1	120
1372	1	73
1372	2	47
1372	3	117
1372	4	61
1372	5	48
1372	6	56
1372	7	9
1372	8	34
1373	1	27
1373	2	47
1374	1	138
1375	1	138
1375	2	49
1375	3	120
1375	4	130
1375	5	4
1376	1	109
1376	2	26
1376	3	53
1377	1	138
1378	1	138
1379	1	27
1379	2	57
1379	3	47
1380	1	142
1380	2	50
1381	1	138
1381	2	130
1382	1	90
1382	2	123
1383	1	138
1384	1	138
1384	2	53
1385	1	65
1385	2	138
1385	3	147
1385	4	45
1386	1	69
1387	1	109
1387	2	26
1387	3	53
1388	1	138
1388	2	155
1389	1	147
1389	2	113
1389	3	45
1390	1	43
1391	1	31
1392	1	138
1392	2	49
1392	3	21
